cpu_utilization,memory_usage,disk_io,network_latency,process_count,thread_count,context_switches,cache_miss_rate,temperature,power_consumption,uptime,status,screen_brightness,cpu_frequency,power_saver_active
23.79,65.0,76.74,8.47,202,4444,23321,14.92,50.68,20.36,342.51,0,89.7,800.0,1
9.69,69.83,7.01,21.69,121,2541,13440,11.76,44.25,21.4,168.41,0,96.0,1194.6,0
6.03,26.76,2.66,6.52,165,3135,14601,6.69,42.17,14.42,22.07,0,52.8,1088.2,0
15.83,69.35,14.43,6.84,265,4770,24715,5.06,50.76,20.99,30.63,0,85.3,1325.4,1
54.57,55.38,4.64,16.63,183,3111,22290,16.5,65.99,32.24,29.17,0,27.3,2446.9,0
32.1,67.41,38.31,5.53,74,1110,8946,10.49,59.13,25.2,95.42,0,76.6,1926.7,0
20.67,37.03,8.38,17.12,344,3440,21855,10.03,49.52,19.38,10.4,0,57.2,1408.3,1
16.88,82.2,2.43,3.54,85,680,6380,3.52,52.62,19.75,6.28,0,24.2,950.6,0
34.48,45.22,2.29,16.2,337,3707,23413,7.25,58.2,25.67,33.99,0,83.1,2275.9,0
25.94,72.28,15.73,11.52,191,3056,17508,6.06,54.29,21.03,5.92,0,71.4,1471.7,1
21.75,51.93,6.83,32.48,348,4524,25870,8.71,45.21,20.12,227.55,0,56.1,1681.5,0
8.46,82.75,6.78,3.78,244,3904,20296,12.41,48.05,17.4,18.8,0,39.6,1450.0,0
13.7,59.47,14.21,8.27,128,1024,7885,9.28,47.75,20.21,3.48,0,67.0,1371.8,1
50.89,83.27,3.76,16.62,87,2001,14876,6.27,63.14,29.02,19.63,0,34.0,2111.0,1
30.31,53.95,2.36,11.84,186,1488,12581,10.55,54.96,18.28,69.57,0,28.1,1465.8,0
13.46,38.31,16.06,9.03,94,1222,8407,7.56,48.18,17.59,134.08,0,66.5,1335.3,0
33.16,59.44,0.1,4.22,233,4194,24146,9.4,53.98,19.17,12.25,0,35.8,1586.3,1
43.71,53.0,35.69,15.68,339,3390,25047,17.62,58.57,28.44,45.28,0,83.4,2057.5,1
17.07,45.94,3.03,47.4,153,2295,13150,16.88,49.56,16.98,14.66,0,26.8,1491.3,1
23.3,73.65,8.91,7.83,235,2585,16745,9.63,58.6,21.08,121.22,0,34.0,1712.9,0
24.8,34.7,3.56,12.75,326,6846,35159,4.16,48.38,22.46,25.58,0,80.2,2059.0,0
12.67,83.67,3.69,15.04,209,4598,22603,5.04,53.13,22.33,51.89,0,88.8,964.2,0
30.78,52.22,27.03,9.58,274,5480,30847,8.0,53.62,22.06,49.35,0,41.6,1553.7,1
13.4,34.57,13.19,11.87,180,3600,18646,9.27,42.52,18.65,7.44,0,28.5,1718.5,0
6.58,60.85,5.6,6.54,167,2672,13692,5.73,46.35,16.94,4.7,0,44.3,1203.0,1
13.08,57.74,4.34,5.3,261,3393,18525,19.59,48.14,17.86,59.95,0,29.9,1176.5,1
29.67,52.69,3.59,30.02,230,2070,15828,6.8,57.14,21.75,96.76,0,30.5,1545.7,1
13.51,45.55,12.13,11.32,272,2176,15065,6.44,49.65,20.11,59.36,0,75.4,1138.1,1
23.94,74.71,19.68,16.93,222,3774,21853,6.28,57.63,22.46,4.38,0,76.8,938.2,1
26.47,63.09,4.39,15.85,144,1296,10400,5.78,50.02,22.87,4.11,0,92.1,2046.5,0
8.77,47.71,6.06,6.87,271,5691,27854,6.88,43.74,19.68,126.45,0,78.1,1294.2,0
69.01,60.97,19.11,5.57,230,1840,19219,9.37,70.13,48.53,166.45,0,33.6,3077.0,0
20.33,43.3,20.05,8.41,349,7329,36336,14.64,49.17,21.0,74.58,0,81.3,1583.7,1
42.08,69.68,3.49,13.92,318,6042,33515,8.95,60.73,24.82,10.89,0,67.8,1705.9,1
23.83,86.45,7.22,7.42,232,3480,21284,14.11,54.9,24.29,21.15,0,67.8,1582.3,0
41.59,71.61,30.6,9.2,163,1467,13863,15.04,62.7,26.84,125.59,0,56.1,2192.2,0
37.68,45.09,20.22,3.65,224,3584,21929,12.87,56.28,24.27,22.8,0,30.8,2128.5,0
26.46,40.57,2.66,11.9,171,3762,20367,10.35,51.56,22.07,81.05,0,92.5,1757.7,0
6.89,56.48,7.32,12.75,76,1216,7209,11.68,44.79,14.76,59.89,0,20.4,977.9,1
54.86,30.86,54.34,12.15,67,1072,12878,13.66,66.96,33.04,48.17,0,55.1,2477.5,0
12.98,68.72,11.18,6.65,100,1700,9814,7.33,45.92,19.86,5.84,0,37.3,1455.4,0
8.93,64.99,19.06,6.74,81,1458,8122,9.78,44.71,17.52,39.3,0,36.1,1099.1,1
39.39,52.7,1.45,6.33,155,2015,15842,11.51,58.23,27.29,78.57,0,63.3,2315.1,0
30.09,50.65,26.8,9.44,342,5130,29073,9.32,53.41,21.58,52.06,0,28.9,1849.7,0
24.1,53.34,13.92,7.95,117,1989,12716,5.98,53.85,18.91,14.14,0,23.6,1871.1,0
16.93,78.43,2.9,28.41,193,1930,12711,9.86,50.2,22.14,21.56,0,66.9,2018.6,0
50.27,48.92,7.18,35.98,218,3924,24343,14.23,61.91,33.19,59.29,0,69.2,2328.4,0
10.45,37.06,1.3,20.97,118,2242,12282,6.32,47.29,16.5,140.05,0,28.0,1374.8,0
27.53,43.27,22.51,12.92,319,6380,32912,14.19,55.75,19.15,42.52,0,32.9,1845.2,0
8.97,69.84,20.49,10.07,162,2592,13711,17.05,50.49,17.98,72.1,0,30.3,1284.4,1
38.16,40.59,10.11,7.35,281,4496,25544,13.2,59.67,28.85,31.46,0,89.4,2198.5,0
66.44,72.98,9.02,12.68,230,4830,30668,11.42,73.15,50.17,28.74,0,88.1,3011.8,0
34.62,51.98,9.34,11.05,309,5253,30430,19.15,55.06,22.23,98.62,0,43.8,1776.1,1
13.81,28.1,0.57,6.55,122,2684,14342,21.41,41.31,16.33,61.33,0,64.0,1067.8,1
41.85,66.23,6.89,7.58,308,6776,36072,5.49,58.96,30.69,145.14,0,78.2,2482.8,0
18.39,50.93,2.06,3.79,154,1848,12584,8.71,47.18,20.02,7.14,0,97.2,1368.8,1
16.1,60.57,3.06,6.62,109,2289,12164,5.54,46.06,16.42,107.71,0,27.9,800.0,1
23.6,45.65,49.1,15.47,159,3498,18897,8.32,53.7,23.38,6.77,0,81.8,1651.6,0
6.52,73.46,4.55,22.64,294,5586,28223,3.06,45.31,17.86,21.38,0,35.1,980.3,1
56.37,61.68,9.91,16.72,76,1216,12802,12.54,64.83,34.66,117.41,0,98.0,2285.8,1
26.43,87.5,32.81,9.01,174,2958,18186,5.1,57.75,20.48,29.73,0,75.7,1630.7,1
27.69,65.66,8.0,4.49,282,4230,24483,6.57,51.75,24.01,42.86,0,75.2,2173.1,0
51.65,51.51,11.28,5.94,335,6365,37208,8.34,64.94,32.21,78.03,0,37.7,2518.7,0
52.54,42.03,2.77,15.88,73,1460,13254,14.03,63.58,31.44,110.8,0,54.3,2596.1,0
17.95,33.74,5.03,15.55,330,4620,25532,3.72,47.44,15.88,113.71,0,25.6,1509.7,1
28.45,53.07,10.58,8.25,312,5304,30165,17.75,55.58,17.07,44.35,0,20.4,1499.7,1
14.31,53.65,6.81,9.55,154,1694,11124,13.94,49.8,19.25,73.72,0,40.7,1403.6,0
46.15,78.86,0.59,38.69,288,3456,23346,14.42,60.9,26.15,48.09,0,91.0,1523.7,0
55.16,48.83,7.68,4.23,265,2120,18661,15.63,65.63,36.62,22.62,0,50.9,2573.8,0
5.81,70.22,25.32,12.26,81,972,6650,15.62,42.39,16.75,89.33,0,50.6,1275.6,0
57.01,53.4,1.85,5.88,281,2529,20836,16.53,66.42,30.03,195.3,0,29.2,1939.7,1
11.29,83.38,0.28,6.1,299,2392,15605,9.57,44.66,19.95,96.7,0,34.7,1063.8,0
19.46,31.51,1.9,15.65,259,4662,25270,9.52,47.63,17.87,35.73,0,78.0,1492.4,0
8.58,75.28,17.42,33.72,90,810,5143,14.44,46.82,19.6,79.58,0,57.6,1484.6,0
33.32,47.51,23.75,17.65,331,5958,32446,11.68,55.88,17.36,112.72,0,25.7,1079.8,0
11.69,68.37,0.75,31.12,113,1695,9956,8.38,48.23,20.54,380.38,0,59.3,1377.0,0
21.68,78.58,32.78,3.82,80,1600,10027,10.52,57.62,22.57,22.08,0,92.2,1219.0,1
21.18,49.73,14.81,16.36,97,1261,9791,7.95,55.82,17.91,89.84,0,53.4,1106.9,1
4.39,38.56,10.95,20.98,201,2613,14136,5.27,40.63,15.25,42.9,0,32.9,989.0,1
33.86,37.1,4.39,10.52,178,3382,19331,7.37,56.76,21.63,127.22,0,37.1,1973.3,1
3.02,42.19,6.97,20.05,217,4774,22878,14.78,45.61,20.59,69.85,0,74.3,1460.8,0
19.9,18.56,44.05,57.25,322,5152,27927,11.4,46.68,18.9,13.71,0,54.8,1325.0,0
40.57,51.59,36.38,13.33,319,2871,21723,10.26,57.66,28.88,173.7,0,62.9,2261.4,0
43.1,64.75,14.73,9.63,142,1136,11304,14.94,61.63,27.07,54.83,0,81.8,2194.8,0
20.16,58.69,12.97,24.09,340,4080,24897,7.19,50.54,22.3,170.89,0,69.6,1964.6,0
10.86,49.33,3.55,23.69,345,7245,35206,14.7,45.58,18.81,250.02,0,59.7,1382.1,0
31.17,41.7,45.95,10.36,230,4600,26071,4.02,57.98,25.75,39.71,0,89.0,1877.6,0
34.37,46.44,21.12,8.74,74,1702,12309,8.05,51.44,27.85,18.1,0,94.8,1364.1,0
38.71,59.26,7.23,23.67,344,7224,39448,6.76,58.54,28.16,84.55,0,65.1,2305.1,0
25.14,67.38,25.38,9.38,220,4840,25251,11.37,50.29,20.3,18.43,0,90.7,901.7,1
42.1,32.57,3.57,11.79,82,902,9939,10.11,56.75,18.5,60.97,0,27.9,1502.9,1
21.09,57.36,3.6,14.63,251,2761,17351,6.46,53.6,17.85,152.46,0,42.6,1775.2,0
20.8,58.98,23.48,10.9,160,3520,18796,2.89,47.89,20.53,11.28,0,65.6,1759.1,0
20.77,40.85,12.29,12.33,178,2670,14956,10.7,50.07,21.72,53.01,0,85.9,1685.0,0
31.17,63.2,12.17,7.42,186,1674,13822,5.42,52.31,22.34,21.88,0,23.1,2004.2,0
24.24,69.0,12.79,17.08,348,7308,37410,3.54,50.05,22.96,51.54,0,89.7,1542.0,0
52.17,46.45,2.02,9.55,207,1656,16768,8.5,65.48,20.38,4.41,0,36.6,1469.8,1
49.69,42.0,6.45,30.56,122,1098,11156,12.25,63.17,30.86,3.98,0,92.5,2321.6,0
28.4,87.33,12.77,13.08,191,3438,19880,14.82,60.55,24.56,41.26,0,54.0,2104.4,0
5.69,67.01,4.27,22.59,202,4040,19701,6.75,45.23,15.05,76.03,0,44.2,1007.8,1
55.88,57.7,10.52,17.77,289,6647,37358,12.2,64.12,35.75,183.82,0,74.5,2520.6,0
37.76,44.89,12.21,23.87,330,7260,38455,6.38,55.27,26.31,110.14,0,80.1,2056.4,0
7.76,43.41,42.92,9.31,313,5634,28269,14.39,45.24,18.18,6.19,0,32.3,1072.3,1
40.78,63.6,4.23,5.99,76,1368,11283,12.67,60.82,29.7,20.99,0,72.9,2252.0,0
5.94,42.66,8.68,7.11,327,5232,26634,7.44,40.1,16.81,116.88,0,73.1,1376.1,0
7.37,42.01,59.86,6.8,70,1260,6695,6.61,43.03,15.87,44.83,0,28.7,1333.7,0
22.56,52.98,3.1,7.46,281,3934,23311,9.95,48.3,18.87,55.81,0,32.3,1741.5,0
80.01,64.57,22.71,6.02,213,3834,28260,12.05,77.29,61.54,94.27,1,29.3,3312.0,0
13.56,81.46,2.92,11.36,180,1980,12449,8.86,48.67,19.48,170.44,0,41.2,1407.2,0
54.95,58.61,28.46,19.07,124,2108,16218,8.65,71.16,42.28,16.91,0,86.9,2805.3,0
41.52,42.68,10.04,5.61,122,2684,17856,18.12,59.35,29.48,196.31,0,81.9,2101.6,0
13.56,50.98,53.72,8.14,85,1615,9794,6.23,46.64,20.31,14.69,0,51.1,1346.2,1
31.58,74.56,2.8,22.51,254,4064,24353,15.69,55.23,20.96,25.08,0,82.2,1144.3,0
57.01,73.05,17.47,4.81,304,5168,31306,9.46,66.97,23.12,22.66,0,25.2,1426.0,0
36.24,73.71,17.83,12.18,118,2596,16897,6.08,57.36,24.61,2.64,0,93.4,1372.7,0
8.59,70.21,19.03,17.35,181,3077,16340,15.16,45.4,18.31,54.35,0,53.7,1418.3,0
5.47,83.71,1.6,42.59,179,3580,17651,5.21,47.78,22.78,5.43,0,95.9,1193.8,0
43.4,58.11,5.11,2.96,198,2574,18521,15.13,62.09,24.22,0.85,0,28.2,1968.4,1
16.12,66.28,6.19,5.53,343,7889,38648,7.55,48.66,19.08,54.71,0,68.1,1781.8,0
24.28,42.9,5.88,14.52,281,4215,23741,8.29,49.73,21.18,8.88,0,86.0,1832.8,0
18.23,58.49,16.86,9.74,156,1872,11425,9.55,51.69,18.3,66.03,0,91.2,1192.1,0
20.8,59.09,0.85,2.35,86,1548,9447,13.24,54.05,18.5,13.0,0,39.8,1729.7,0
20.32,66.83,19.64,9.33,152,2584,14936,6.85,51.7,20.12,8.64,0,30.3,1181.3,0
14.03,45.62,11.22,7.07,154,1386,9584,7.4,51.0,19.66,146.5,0,77.3,1167.5,1
37.04,31.52,2.85,4.53,234,4680,27749,14.23,55.77,19.34,123.46,0,30.7,1346.9,1
41.56,46.29,3.85,9.7,192,3456,22021,11.24,55.01,24.75,5.91,0,39.1,2029.8,0
14.91,70.93,1.54,5.5,285,5700,28870,8.96,48.78,21.7,32.73,0,99.7,1568.6,0
15.91,51.82,9.22,7.25,96,1632,9748,6.7,47.62,19.48,9.24,0,68.5,1668.2,0
48.16,62.04,13.56,26.56,80,1280,11964,8.67,65.39,26.5,59.11,0,91.6,1566.2,0
13.98,46.02,13.05,37.29,177,2124,12998,11.19,45.38,19.13,3.15,0,72.4,1672.1,0
35.63,70.61,49.2,7.09,294,6468,34238,11.78,62.13,24.94,82.99,0,65.0,2045.9,0
51.84,53.41,5.26,13.06,128,1408,13875,8.28,61.9,26.81,57.83,0,69.0,1557.1,0
10.72,53.2,21.54,17.71,156,3276,15900,1.94,43.28,20.49,163.72,0,97.6,1305.8,0
16.33,74.91,19.26,7.33,61,1220,7818,7.6,55.65,22.34,5.24,0,97.7,1456.0,0
17.48,78.65,0.95,6.81,187,4114,20858,3.67,48.47,23.22,149.83,0,97.2,1718.9,0
21.95,75.21,39.89,17.84,238,3570,19757,10.04,53.08,20.47,0.85,0,38.8,1619.0,1
28.72,50.08,40.17,10.62,156,1404,11654,15.1,58.18,22.12,42.82,0,25.0,1553.4,1
17.68,46.08,7.57,10.7,347,4858,26574,4.74,50.39,19.22,120.94,0,75.9,1812.2,0
33.52,41.32,8.11,6.04,293,2930,20021,9.42,56.13,20.49,15.83,0,58.8,2070.0,0
37.78,32.67,25.69,6.59,96,2112,13847,8.43,55.88,31.34,78.35,0,91.9,2342.9,0
77.63,41.01,10.25,12.65,76,988,14433,17.73,79.18,33.21,58.47,0,63.3,1697.8,0
48.53,42.27,24.08,9.38,95,855,10814,13.7,64.71,29.59,84.17,0,52.3,2414.0,0
35.98,36.07,0.55,12.87,214,2140,16780,12.02,60.21,23.86,33.09,0,45.3,1976.4,0
25.57,32.24,4.32,21.42,107,1819,12347,4.08,51.93,17.98,3.04,0,29.4,2015.7,0
22.16,35.45,1.43,13.32,226,4294,23330,5.82,55.38,14.04,72.72,0,38.2,994.0,1
46.11,54.23,9.08,8.25,173,3287,21397,8.99,62.64,29.86,25.19,0,58.2,2396.5,0
20.63,61.61,28.88,20.98,148,2664,15875,14.93,49.74,19.42,27.22,0,39.3,1712.3,0
21.0,60.28,12.65,11.94,246,4674,24695,6.46,51.28,20.77,13.58,0,93.4,879.5,0
14.05,47.18,11.02,26.75,235,3290,18159,9.01,48.12,19.0,2.65,0,93.1,911.9,0
22.1,49.77,6.84,7.95,200,1600,11394,21.73,53.8,19.75,28.02,0,64.3,1783.8,0
11.97,60.51,0.99,11.37,231,4851,23719,5.08,44.51,14.97,103.5,0,33.7,1103.6,0
26.29,57.89,21.81,9.93,78,1092,9077,12.37,56.59,18.16,113.19,0,45.9,1013.3,1
21.13,63.43,12.69,12.97,119,1666,11079,4.0,49.34,22.99,90.95,0,82.6,1987.8,0
27.91,40.56,40.1,14.0,218,3488,19464,12.15,56.01,24.11,6.06,0,74.2,2038.7,0
25.76,81.01,8.48,12.13,93,2139,13436,13.22,56.13,23.81,16.37,0,79.9,1836.2,0
38.06,64.47,7.7,19.76,228,4332,24924,6.01,58.51,24.36,6.05,0,41.6,1809.5,1
27.41,66.14,54.95,15.57,331,3972,24320,5.49,51.98,18.45,64.39,0,20.6,1439.8,0
33.63,39.09,2.28,52.8,275,5225,29156,10.26,52.4,22.05,32.7,0,21.1,2000.5,0
33.77,38.74,4.36,58.13,131,2358,15846,7.55,54.28,20.18,49.29,0,73.8,1113.2,1
30.78,44.54,10.05,7.99,288,4320,24662,4.22,57.67,22.16,19.05,0,64.0,1428.3,0
32.35,66.05,11.12,8.88,346,6574,34838,7.42,58.23,22.23,55.68,0,52.8,1712.5,1
22.46,37.64,11.93,5.63,229,4351,24319,13.5,51.23,20.31,149.31,0,81.6,1059.0,0
54.67,61.7,3.58,32.07,338,3380,25998,11.15,63.45,38.02,142.49,0,91.4,2694.3,0
31.43,76.88,39.23,9.35,225,1800,14676,16.34,59.48,24.45,6.68,0,90.3,1538.8,0
6.48,44.39,18.24,14.17,305,6100,29163,6.85,41.19,18.85,47.64,0,79.9,1047.2,0
13.05,40.95,4.48,5.9,309,2781,17086,3.71,45.12,20.18,70.09,0,99.9,1345.3,1
31.22,44.03,5.23,13.1,156,1872,13321,13.12,52.47,20.17,50.29,0,21.2,1693.0,0
23.33,52.54,31.85,4.22,318,5406,28830,5.99,55.5,19.3,152.53,0,39.0,1289.5,1
27.33,69.25,7.18,24.94,60,1140,8520,11.8,53.57,19.68,78.84,0,83.3,828.6,1
5.55,70.17,12.19,36.6,278,4448,22816,7.1,48.94,18.39,15.62,0,46.8,1212.8,1
33.6,66.98,1.92,18.52,86,1978,14199,9.23,58.22,23.87,9.03,0,91.3,1576.3,1
7.56,25.84,4.35,6.89,114,1254,7216,3.4,45.44,17.65,90.44,0,75.5,1109.3,0
52.03,52.19,8.08,16.99,262,6026,34298,8.15,60.1,27.63,31.56,0,21.8,1987.3,1
17.3,41.77,16.01,13.71,202,2828,17020,4.31,46.96,19.35,24.67,0,57.2,1453.2,0
30.42,61.06,4.93,28.05,153,3213,18856,8.84,55.36,20.79,269.22,0,29.3,1312.4,0
13.64,68.5,45.17,20.24,269,4573,24971,6.02,53.76,21.2,39.4,0,91.3,1494.3,0
2.97,47.51,3.73,6.4,103,2266,11346,3.34,38.92,17.17,214.79,0,36.0,1030.1,1
12.52,83.82,22.64,24.47,273,6279,31056,6.49,53.73,17.56,11.94,0,29.7,1560.2,0
22.0,41.41,6.8,11.61,256,3584,21172,3.92,53.38,21.55,53.68,0,76.7,2021.5,0
5.54,62.98,26.88,26.83,209,1672,10913,2.44,50.08,18.53,34.92,0,44.3,1149.8,0
66.16,87.17,38.48,4.76,226,2034,19734,14.13,76.21,46.4,72.34,0,70.6,2809.0,0
25.97,68.77,3.11,16.71,109,1635,11566,9.05,55.79,24.07,198.58,0,80.1,1848.1,0
15.73,63.92,10.14,10.21,312,3432,20244,5.24,51.21,21.7,3.96,0,68.1,1753.2,0
43.6,52.44,2.52,12.9,272,4080,26189,11.15,60.92,26.34,215.96,0,66.3,1937.9,1
21.86,64.17,18.35,8.11,173,2595,15914,9.97,49.19,21.26,0.77,0,31.1,2029.0,0
36.97,46.72,26.78,16.45,199,2786,18458,6.65,55.85,21.49,12.29,0,22.7,1652.5,1
11.17,71.92,7.4,6.95,274,2466,15839,9.06,50.62,21.0,213.99,0,86.2,1575.8,0
44.71,44.14,7.58,4.76,264,3432,22930,12.45,62.51,31.05,38.75,0,52.7,2269.2,0
13.29,51.27,3.42,7.77,126,1008,6699,3.16,48.06,18.83,77.58,0,38.0,1452.3,0
25.39,42.41,5.49,7.82,153,3213,18375,5.55,46.78,24.07,35.21,0,92.2,1824.1,0
25.05,49.85,5.87,10.09,100,1200,9452,11.45,52.21,21.92,56.42,0,93.0,1842.0,0
49.53,48.13,2.54,18.68,254,2794,20631,12.48,65.29,25.93,54.15,0,93.8,1694.3,0
29.12,24.75,5.56,6.96,248,4216,24278,12.16,55.24,18.67,22.38,0,39.8,1469.3,1
30.9,55.5,35.67,19.57,304,2736,18492,4.31,56.44,24.25,113.73,0,74.9,1908.3,0
41.54,47.74,5.9,17.25,236,4956,29156,8.92,57.68,25.08,77.74,0,62.4,1909.7,0
11.85,35.36,4.81,22.31,236,2832,15781,3.38,42.82,18.31,55.91,0,64.9,1557.6,0
21.1,44.73,7.28,9.77,102,816,8028,5.17,50.36,19.41,108.8,0,55.2,1750.9,0
43.57,60.42,48.39,31.05,291,6111,34830,8.27,61.12,22.45,95.26,0,34.2,1457.0,0
34.48,28.39,21.7,10.19,204,2040,16339,5.14,55.67,20.16,145.59,0,51.1,1208.9,0
22.38,52.59,3.38,20.87,117,2106,12945,15.87,50.14,18.01,40.86,0,25.8,1351.1,0
39.23,72.18,20.95,33.25,260,4680,26866,6.06,60.1,30.05,56.31,0,81.6,2087.9,0
17.34,48.51,21.8,25.11,79,1817,10874,8.42,49.99,19.08,5.68,0,58.6,1479.7,0
17.52,76.94,44.98,11.37,113,1582,10040,8.08,52.41,18.09,141.43,0,32.8,1457.5,1
14.98,71.14,33.26,6.26,183,2013,12611,4.37,48.92,21.78,34.01,0,65.4,1639.4,0
32.77,60.46,1.5,6.86,117,1638,12965,4.46,54.19,21.99,12.45,0,25.1,2245.9,0
16.71,54.64,9.09,6.73,319,7337,36179,3.67,55.8,17.37,39.74,0,29.0,1832.2,0
50.72,55.1,18.21,8.07,150,3150,20850,10.5,62.59,36.3,1.4,0,70.6,2566.5,0
76.47,62.35,54.39,11.93,131,3013,22978,13.64,78.96,58.06,78.74,0,31.3,3301.9,0
14.33,84.98,1.34,17.92,196,3528,18807,11.41,49.54,19.95,86.01,0,41.9,1399.1,1
22.61,62.51,6.89,19.45,272,3808,21771,11.78,52.15,23.19,182.97,0,72.5,1874.9,0
38.28,77.33,10.17,21.69,215,2795,18889,14.16,60.65,28.12,132.99,0,59.7,2018.9,0
32.76,37.61,8.0,20.92,214,3852,22812,6.25,55.42,21.53,4.35,0,34.2,1966.8,0
20.14,46.9,9.13,11.32,258,5160,26315,6.84,47.51,17.68,90.12,0,40.6,1424.7,0
32.72,55.25,6.91,18.0,237,2370,16674,15.29,60.82,23.71,6.89,0,93.7,1691.4,1
36.99,75.15,52.91,10.39,232,5104,28356,11.59,59.95,26.88,6.57,0,76.8,2153.3,0
38.34,28.13,24.39,14.62,329,5593,32773,13.02,54.74,22.03,0.41,0,43.5,1799.0,1
53.58,98.0,20.01,10.63,88,1320,13252,10.92,71.81,35.29,9.73,0,22.9,2576.6,0
39.81,55.0,7.93,12.02,169,3380,21244,10.95,62.47,27.72,5.56,0,88.1,2361.4,0
21.98,72.67,32.0,9.9,216,3672,20590,6.7,51.87,24.61,105.69,0,87.4,1539.0,0
14.6,54.76,1.47,4.19,116,1276,8791,2.25,49.26,18.54,8.1,0,41.4,1610.1,0
21.99,42.76,2.32,10.36,305,6100,31628,6.46,48.71,19.03,85.13,0,61.1,1370.0,0
31.32,80.7,46.21,17.49,272,2448,17666,9.35,57.83,20.99,28.71,0,38.4,1362.4,0
7.28,52.1,12.55,21.53,247,2223,12722,7.77,44.2,17.9,25.15,0,54.1,1299.1,1
24.88,44.13,2.61,16.35,172,1376,10874,8.77,49.6,21.35,19.53,0,26.0,1807.1,0
61.41,60.77,44.68,6.86,110,880,12745,12.32,66.57,37.69,206.17,0,25.4,2604.2,0
78.83,63.94,55.24,9.02,69,552,13254,12.48,80.85,34.5,31.32,0,34.9,1737.7,1
30.89,60.02,31.99,4.65,150,2400,15843,7.07,57.49,19.56,49.33,0,24.8,1173.9,0
7.51,61.24,4.09,18.31,110,1100,6467,5.12,47.71,20.49,51.36,0,92.8,1104.2,0
35.36,60.71,4.9,7.13,302,4228,25918,9.64,60.35,25.29,51.41,0,63.3,2030.8,0
6.74,73.5,7.84,15.23,235,4465,22405,5.49,40.55,18.5,51.94,0,79.3,1107.6,0
20.03,55.85,12.99,15.95,116,2088,12761,5.59,45.47,17.06,134.52,0,42.7,1362.1,1
31.78,45.28,72.77,7.15,295,5605,30751,10.91,49.38,21.5,69.35,0,30.5,1490.2,1
37.38,65.84,46.9,14.34,287,3444,21637,9.37,59.05,30.78,115.92,0,78.6,2313.3,0
53.68,18.03,38.1,36.1,274,5206,30652,8.45,63.93,31.89,88.94,0,26.5,2471.7,0
7.07,64.03,1.4,9.87,71,1278,6608,9.25,48.79,17.78,30.87,0,58.6,800.0,0
26.25,77.61,21.23,23.35,349,4886,27432,7.91,56.07,24.14,88.19,0,87.7,1721.9,0
18.23,66.43,31.41,14.29,241,5302,27256,2.68,54.2,20.39,37.56,0,85.2,1682.3,0
38.77,31.17,6.08,14.64,336,4704,27482,8.06,52.85,27.49,126.09,0,93.3,2142.5,0
10.92,76.64,3.72,11.53,322,6440,32688,8.09,48.46,22.1,16.54,0,88.0,1420.1,0
8.81,46.72,20.7,21.32,335,4355,24422,13.94,41.14,13.92,17.44,0,37.3,1538.7,0
27.95,57.99,1.43,11.09,70,1400,10201,11.02,54.07,21.73,16.86,0,71.1,1383.3,1
4.32,74.36,42.42,17.47,321,6741,32269,5.67,49.76,20.0,108.69,0,94.4,1078.0,0
45.6,45.73,2.55,21.34,301,3612,23897,17.13,57.98,25.16,40.09,0,40.3,2133.3,0
35.55,57.08,9.17,22.4,194,3104,19244,12.11,50.12,22.68,113.22,0,49.1,1709.7,1
25.4,35.44,60.94,17.09,104,1456,10601,4.64,54.0,21.63,133.19,0,88.7,1904.1,0
18.89,52.21,66.62,19.21,89,1602,10106,11.32,50.05,18.74,224.88,0,52.6,1372.8,0
26.84,37.5,22.44,12.4,87,696,7901,7.01,54.67,18.75,56.65,0,62.3,1456.5,1
25.93,62.25,27.41,9.44,286,6292,32349,10.89,50.97,23.29,22.18,0,90.5,1659.2,0
52.46,33.25,51.25,14.85,115,2415,17415,7.68,62.45,36.09,37.44,0,68.8,2662.7,0
52.99,53.65,39.35,14.93,188,2820,21172,13.46,66.35,38.96,338.92,0,81.9,2642.9,0
51.74,46.49,14.6,14.89,87,783,10306,6.09,64.74,31.05,174.95,0,67.7,2411.6,0
55.46,44.26,19.9,23.78,242,5324,31410,9.02,71.07,31.63,22.52,0,93.9,2206.4,1
34.77,71.51,13.51,12.43,157,3454,20795,11.94,58.81,23.39,52.84,0,57.8,1681.4,1
17.14,38.89,10.59,5.41,147,2940,16649,11.23,44.34,20.09,79.94,0,74.2,1561.0,0
47.86,46.86,31.91,3.59,346,6920,38481,14.49,60.45,31.91,218.42,0,58.3,2404.1,0
54.71,57.88,20.09,13.64,88,1056,11303,10.96,64.89,22.4,94.31,0,35.0,1496.1,1
43.54,64.64,29.47,22.57,343,7546,41787,13.62,62.11,30.55,44.64,0,80.2,2328.4,0
44.23,27.91,1.51,10.74,251,2510,18663,8.42,56.29,28.99,87.06,0,64.3,2384.4,0
19.84,52.32,12.89,37.61,213,2556,16000,5.1,51.13,19.69,64.28,0,21.5,1686.8,0
45.01,66.35,6.0,13.45,295,5310,31427,11.37,62.87,28.98,92.35,0,37.6,2400.4,0
14.01,79.96,10.8,51.57,70,1610,9046,7.23,50.56,20.7,353.7,0,80.6,1614.6,0
51.24,55.48,14.24,11.57,203,3451,22593,8.01,65.95,22.81,4.6,0,23.3,1209.3,1
21.23,33.99,28.04,31.48,344,5848,30558,19.72,49.38,15.93,285.69,0,36.5,800.0,1
